moneyness,tau,r,iv_market,weight
0.8778695652173912,0.06575342465753424,0.0374,0.48594201943589743,1.0
0.9177727272727273,0.06575342465753424,0.0374,0.5049835750318241,1.0
1.00955,0.06575342465753424,0.0374,0.5683987740721828,1.0
1.1217222222222223,0.06575342465753424,0.0374,0.6827613440004852,1.0
1.1877058823529412,0.06575342465753424,0.0374,0.7584311227716305,1.0
0.80764,0.14246575342465753,0.0374,0.5331203032669835,1.0
1.0354358974358975,0.14246575342465753,0.0374,0.6086934981105947,1.0
0.80764,0.2356164383561644,0.0374,0.5250206467880786,1.0
0.9177727272727273,0.2356164383561644,0.0374,0.547177614135484,1.0
1.00955,0.2356164383561644,0.0374,0.5727568071149477,1.0
1.1537714285714284,0.2356164383561644,0.0374,0.621021121681945,1.0
0.9614761904761905,0.3150684931506849,0.0374,0.5494839583471186,1.0
1.0626842105263157,0.3150684931506849,0.0374,0.5768958334866382,1.0
1.1217222222222223,0.3150684931506849,0.0374,0.5907832719410077,1.0
0.8412916666666667,0.410958904109589,0.0374,0.5446259498924668,1.0
0.8778695652173912,0.410958904109589,0.0374,0.5501529158028535,1.0
1.0354358974358975,0.4876712328767123,0.0374,0.5766991816986913,1.0
1.0914054054054054,0.4876712328767123,0.0374,0.5872729000025507,1.0
1.1217222222222223,0.4876712328767123,0.0374,0.5924277517481052,1.0
1.1877058823529412,0.4876712328767123,0.0374,0.6063198412515609,1.0
1.00955,0.6602739726027397,0.0374,0.5776492643347025,1.0
0.8412916666666667,0.8136986301369863,0.0374,0.5556683629453169,1.0
0.9177727272727273,0.8136986301369863,0.0374,0.56343529343879,1.0
1.00955,0.8136986301369863,0.0374,0.5735113937593188,1.0
1.0354358974358975,0.8136986301369863,0.0374,0.5765150462208963,1.0
1.0626842105263157,0.8136986301369863,0.0374,0.5800971463722315,1.0
1.1217222222222223,0.8136986301369863,0.0374,0.5874897724054987,1.0
1.1877058823529412,0.8136986301369863,0.0374,0.596948889330654,1.0
1.0914054054054054,1.2328767123287672,0.0374,0.5849507684188917,1.0
0.8412916666666667,1.7342465753424658,0.0374,0.5794816795164777,1.0
0.8778695652173912,1.7342465753424658,0.0374,0.5843378990390379,1.0
1.0354358974358975,1.7342465753424658,0.0374,0.5955774496572861,1.0
1.1537714285714284,1.7342465753424658,0.0374,0.6031031494200794,1.0
1.00955,1.83013698630137,0.0374,0.5952384948233571,1.0
1.1877058823529412,1.83013698630137,0.0374,0.6080714078456307,1.0
