moneyness,tau,r,iv_market,weight
0.8779130434782608,0.06575342465753424,0.0374,0.48233545287853846,1.0
0.9178181818181818,0.06575342465753424,0.0374,0.4990852202011462,1.0
1.0095999999999998,0.06575342465753424,0.0374,0.5595486121357276,1.0
1.1217777777777778,0.06575342465753424,0.0374,0.666038140813921,1.0
1.1877647058823528,0.06575342465753424,0.0374,0.7376850331676611,1.0
0.80768,0.14246575342465753,0.0374,0.5304797832408376,1.0
1.0354871794871794,0.14246575342465753,0.0374,0.600764396172471,1.0
0.80768,0.2356164383561644,0.0374,0.5209125580540707,1.0
0.9178181818181818,0.2356164383561644,0.0374,0.5425320148290262,1.0
1.0095999999999998,0.2356164383561644,0.0374,0.5673817850809699,1.0
1.1538285714285714,0.2356164383561644,0.0374,0.6136459993436165,1.0
0.9615238095238094,0.3150684931506849,0.0374,0.547151156433782,1.0
1.0627368421052632,0.3150684931506849,0.0374,0.5695911800148923,1.0
1.1217777777777778,0.3150684931506849,0.0374,0.5861020581166214,1.0
0.8413333333333333,0.410958904109589,0.0374,0.5415280419573019,1.0
0.8779130434782608,0.410958904109589,0.0374,0.5466389868498863,1.0
1.0354871794871794,0.4876712328767123,0.0374,0.5723529906032158,1.0
1.0914594594594593,0.4876712328767123,0.0374,0.582686152592747,1.0
1.1217777777777778,0.4876712328767123,0.0374,0.5876834820346237,1.0
1.1877647058823528,0.4876712328767123,0.0374,0.601174544643231,1.0
1.0095999999999998,0.6602739726027397,0.0374,0.575147428774094,1.0
0.8413333333333333,0.8136986301369863,0.0374,0.5531915743299984,1.0
0.9178181818181818,0.8136986301369863,0.0374,0.5605765261262496,1.0
1.0095999999999998,0.8136986301369863,0.0374,0.5701438350514545,1.0
1.0354871794871794,0.8136986301369863,0.0374,0.5730838046315943,1.0
1.0627368421052632,0.8136986301369863,0.0374,0.5762127853159351,1.0
1.1217777777777778,0.8136986301369863,0.0374,0.5833985856624339,1.0
1.1877647058823528,0.8136986301369863,0.0374,0.5908895984799578,1.0
1.0914594594594593,1.2328767123287672,0.0374,0.5845386856926468,1.0
0.8413333333333333,1.7342465753424658,0.0374,0.5774839110374735,1.0
0.8779130434782608,1.7342465753424658,0.0374,0.5791037620340753,1.0
1.0354871794871794,1.7342465753424658,0.0374,0.5863425987567262,1.0
1.1538285714285714,1.7342465753424658,0.0374,0.5971623448131275,1.0
1.0095999999999998,1.83013698630137,0.0374,0.5868591929547474,1.0
1.1877647058823528,1.83013698630137,0.0374,0.6044567747601141,1.0
